Rk.,Player,Result,Game Date,EV (MPH),LA (Â°),Pitch (MPH),Dist (ft),Vs.,var10
4789,Kurt Suzuki,home_run,2019,100.3,29,93.9,385,CWS,Graphs
4790,Eugenio Suarez,home_run,2019,111,24,84.2,385,MIA,Graphs
4791,Josh Fuentes,home_run,2019,97.2,32,85.7,385,STL,Graphs
4792,Tim Beckham,home_run,2019,103.3,29,95,385,TEX,Graphs
4793,Gary Sanchez,home_run,2019,106.4,21,97.6,385,BAL,Graphs
4794,Sam Hilliard,home_run,2019,97.2,37,97.5,385,NYM,Graphs
4795,Victor Reyes,home_run,2019,102.7,38,94.7,385,BAL,Graphs
4796,Adam Haseley,home_run,2019,98.8,27,98.1,385,NYM,Graphs
4797,Enrique Hernandez,home_run,2019,100.3,23,79.8,385,ATL,Graphs
4798,Aristides Aquino,home_run,2019,96.7,25,86.1,385,CHC,Graphs
4799,J.D. Davis,home_run,2019,103.7,26,80.9,385,ATL,Graphs
4800,Austin Riley,home_run,2019,104.4,28,87,385,MIL,Graphs
4801,Avisail Garcia,home_run,2019,104.9,36,85.9,385,NYY,Graphs
4802,Yordan Alvarez,home_run,2019,113.2,21,97.1,385,NYY,Graphs
4803,Aaron Hicks,home_run,2019,104.4,25,88,385,TB,Graphs
4804,Stevie Wilkerson,home_run,2019,99.7,27,90.7,385,TOR,Graphs
4805,Shin-Soo Choo,home_run,2019,97.8,29,91.7,385,LAA,Graphs
4806,Carlos Gonzalez,home_run,2019,101,27,91.1,385,HOU,Graphs
4807,Matt Adams,home_run,2019,110.8,22,92.5,385,ATL,Graphs
4808,Marwin Gonzalez,home_run,2019,106.3,38,74.4,385,SEA,Graphs
4809,Trey Mancini,home_run,2019,100.5,30,90.8,385,BOS,Graphs
4810,Austin Nola,home_run,2019,99.9,28,82.2,385,PIT,Graphs
4811,Ryan Braun,home_run,2019,105.2,20,93,385,WSH,Graphs
4812,Phillip Ervin,home_run,2019,99.5,33,91.1,385,CHC,Graphs
4813,Alex Bregman,home_run,2019,104.5,25,84.3,385,TEX,Graphs
4814,Trey Mancini,home_run,2019,102.2,26,94,385,CLE,Graphs
4815,Marcus Semien,home_run,2019,103.7,25,91.9,385,MIN,Graphs
4816,Juan Soto,home_run,2019,102.4,37,73.2,385,ATL,Graphs
4817,Jorge Polanco,home_run,2019,102.8,35,93.3,385,NYY,Graphs
4818,Garrett Hampson,home_run,2019,100.5,30,86.8,385,SF,Graphs
4819,Domingo Santana,home_run,2019,103.4,37,86.3,384,BOS,Graphs
4820,Nick Senzel,home_run,2019,101.3,26,92,384,STL,Graphs
4821,Yuli Gurriel,home_run,2019,101.9,31,91.5,384,SEA,Graphs
4822,Christin Stewart,home_run,2019,103,38,90.5,384,CLE,Graphs
4823,Trey Mancini,home_run,2019,110.6,18,83.7,384,CLE,Graphs
4824,Brett Gardner,home_run,2019,99,30,94.2,384,BAL,Graphs
4825,Gleyber Torres,home_run,2019,94.2,33,85.3,384,BAL,Graphs
4826,Javier Baez,home_run,2019,96,33,89.5,384,OAK,Graphs
4827,Jake Lamb,home_run,2019,101.7,34,96.7,384,COL,Graphs
4828,Brandon Drury,home_run,2019,104.5,22,94.3,384,TB,Graphs
4829,Kurt Suzuki,home_run,2019,102.8,23,93.8,384,PHI,Graphs
4830,Harrison Bader,home_run,2019,102.5,27,87.7,384,CHC,Graphs
4831,Khris Davis,home_run,2019,100,25,84.7,384,SEA,Graphs
4832,Carlos Santana,home_run,2019,101.5,24,80.8,384,MIN,Graphs
4833,Mike Moustakas,home_run,2019,112.9,20,94.2,384,LAA,Graphs
4834,Martin Maldonado,home_run,2019,98,33,83.1,384,NYY,Graphs
4835,Gleyber Torres,home_run,2019,106.3,24,95.4,384,BOS,Graphs
4836,Pete Alonso,home_run,2019,100.5,35,72.4,384,MIL,Graphs
4837,Rhys Hoskins,home_run,2019,99.9,33,88,384,ATL,Graphs
4838,J.D. Martinez,home_run,2019,105.4,35,84.6,384,SEA,Graphs
4839,Jonathan Schoop,home_run,2019,103.7,27,82.7,384,LAA,Graphs
4840,Luis Arraez,home_run,2019,97.9,26,83.2,384,LAA,Graphs
4841,Mike Moustakas,home_run,2019,101.4,22,87.5,384,CIN,Graphs
4842,Adam Eaton,home_run,2019,106.9,20,85.6,384,CHC,Graphs
4843,Adam Eaton,home_run,2019,104.6,25,82.5,384,MIN,Graphs
4844,Eric Thames,home_run,2019,98.3,32,98.5,384,LAD,Graphs
4845,Zack Greinke,home_run,2019,105.8,19,90.7,384,LAD,Graphs
4846,Lucas Duda,home_run,2019,100.4,30,91.8,384,CLE,Graphs
4847,Mitch Moreland,home_run,2019,100.1,34,90.7,384,SEA,Graphs
4848,Tommy La Stella,home_run,2019,101.9,24,91.6,384,OAK,Graphs
4849,Rafael Devers,home_run,2019,111.1,22,84.8,384,SF,Graphs
4850,Cheslor Cuthbert,home_run,2019,108.6,20,89.5,384,MIN,Graphs
4851,Eugenio Suarez,home_run,2019,99,26,93.8,384,MIL,Graphs
4852,Maikel Franco,home_run,2019,104.4,36,84.9,384,WSH,Graphs
4853,Dawel Lugo,home_run,2019,102.5,24,93.1,384,NYY,Graphs
4854,J.T. Realmuto,home_run,2019,101.2,32,90.6,384,DET,Graphs
4855,Rio Ruiz,home_run,2019,104,37,89.3,384,HOU,Graphs
4856,Pablo Sandoval,home_run,2019,100.1,25,85.4,384,ARI,Graphs
4857,J.D. Martinez,home_run,2019,106.1,25,84.2,384,SEA,Graphs
4858,Mike Tauchman,home_run,2019,100.7,28,90.6,384,ARI,Graphs
4859,Robinson Chirinos,home_run,2019,103.5,36,82.5,384,SEA,Graphs
4860,Starling Marte,home_run,2019,99.5,27,90.7,384,CHC,Graphs
4861,Mike Tauchman,home_run,2019,106.7,21,92.1,384,MIN,Graphs
4862,Starlin Castro,home_run,2019,101.9,29,92.4,384,MIL,Graphs
4863,Todd Frazier,home_run,2019,103.3,18,90.6,384,LAD,Graphs
4864,Zack Greinke,home_run,2019,101.4,25,85.8,384,SD,Graphs
4865,Matt Duffy,home_run,2019,96.9,34,89.3,384,TOR,Graphs
4866,Mike Ford,home_run,2019,101.9,24,89.7,384,LAD,Graphs
4867,Manuel Margot,home_run,2019,101.9,23,86.2,384,CHC,Graphs
4868,Todd Frazier,home_run,2019,106.7,21,93.8,384,PHI,Graphs
4869,Brandon Lowe,home_run,2019,98.5,32,94.4,384,TOR,Graphs
4870,Anthony Rendon,home_run,2019,100.3,34,92.4,384,COL,Graphs
4871,Todd Frazier,home_run,2019,104.3,29,94.1,384,COL,Graphs
4872,David Bote,home_run,2019,98.8,34,95.2,384,HOU,Graphs
4873,Kyle Schwarber,home_run,2019,103.1,32,96,384,PIT,Graphs
4874,Mike Yastrzemski,home_run,2019,98.2,30,94.9,384,LAD,Graphs
4875,Miguel Sano,home_run,2019,113.5,22,92.5,384,CLE,Graphs
4876,Juan Soto,home_run,2019,95.8,28,73.9,384,MIA,Graphs
4877,Alex Bregman,home_run,2019,99.2,25,91.3,384,BAL,Graphs
4878,Gordon Beckham,home_run,2019,98.6,24,84.5,384,CWS,Graphs
4879,Tom Murphy,home_run,2019,103.4,35,91,384,TOR,Graphs
4880,Austin Meadows,home_run,2019,100.5,22,91.4,384,TOR,Graphs
4881,Joc Pederson,home_run,2019,99.2,31,82,384,CIN,Graphs
4882,David Dahl,home_run,2019,103.2,30,95.2,384,CIN,Graphs
4883,Mike Tauchman,home_run,2019,104.3,20,91.1,384,BAL,Graphs
4884,Martin Maldonado,home_run,2019,102,34,97.2,384,SEA,Graphs
4885,Derek Dietrich,home_run,2019,106.1,38,82.8,384,SF,Graphs
4886,Jose Altuve,home_run,2019,108.4,38,94.9,384,TB,Graphs
4887,Jon Berti,home_run,2019,102.4,28,84.1,384,CIN,Graphs
4888,Yuli Gurriel,home_run,2019,97.5,21,92.3,384,MIL,Graphs
4889,Mallex Smith,home_run,2019,101.7,27,88.7,384,NYY,Graphs
4890,Tucker Barnhart,home_run,2019,97.8,30,96.4,384,LAA,Graphs
4891,Kurt Suzuki,home_run,2019,99.7,32,96.6,384,CIN,Graphs
4892,Ronald Acuna Jr.,home_run,2019,105.4,26,96.8,384,CIN,Graphs
4893,Nolan Arenado,home_run,2019,95.9,31,97.2,384,LAD,Graphs
4894,Kristopher Negron,home_run,2019,98.1,31,88.9,384,COL,Graphs
4895,Hanser Alberto,home_run,2019,100.1,30,91.5,384,NYY,Graphs
4896,Gary Sanchez,home_run,2019,103.7,33,82.3,384,BAL,Graphs
4897,Juan Lagares,home_run,2019,104.3,25,94.3,384,MIA,Graphs
4898,James McCann,home_run,2019,99.7,29,86.3,383,CLE,Graphs
4899,Chance Sisco,home_run,2019,100.5,36,94,383,KC,Graphs
4900,Roberto Perez,home_run,2019,101.8,38,93.7,383,TEX,Graphs
4901,Austin Barnes,home_run,2019,96.8,25,86,383,SD,Graphs
4902,Rhys Hoskins,home_run,2019,104,35,94.8,383,MIA,Graphs
4903,Austin Meadows,home_run,2019,106.1,23,81.7,383,LAD,Graphs
4904,Jesus Aguilar,home_run,2019,111.1,23,81.6,383,PIT,Graphs
4905,Scott Kingery,home_run,2019,104.1,38,94.6,383,ATL,Graphs
4906,Greg Allen,home_run,2019,99.1,27,85.9,383,CIN,Graphs
4907,Kyle Lewis,home_run,2019,102.1,30,90.5,383,PIT,Graphs
4908,Eddie Rosario,home_run,2019,104,36,95.3,383,PHI,Graphs
4909,Freddy Galvis,home_run,2019,102.4,39,92,383,BOS,Graphs
4910,Freddy Galvis,home_run,2019,102.9,26,74.9,383,BAL,Graphs
4911,Pete Alonso,home_run,2019,106.5,34,85.2,383,MIA,Graphs
4912,Jason Heyward,home_run,2019,99.9,38,90.9,383,CIN,Graphs
4913,J.D. Martinez,home_run,2019,103.7,38,83.2,383,KC,Graphs
4914,Kris Bryant,home_run,2019,102.3,38,83,383,WSH,Graphs
4915,Didi Gregorius,home_run,2019,103,21,77.7,383,DET,Graphs
4916,Yoan Moncada,home_run,2019,112,22,94,383,TEX,Graphs
4917,Eduardo Escobar,home_run,2019,103.9,38,93.7,383,STL,Graphs
4918,Jesse Winker,home_run,2019,99.9,31,88.1,383,MIL,Graphs
4919,Gordon Beckham,home_run,2019,104.8,21,93.6,383,NYY,Graphs
4920,Niko Goodrum,home_run,2019,100.7,24,93.5,383,HOU,Graphs
4921,Ryan McMahon,home_run,2019,98.9,31,93.3,383,LAD,Graphs
4922,Brad Miller,home_run,2019,102.2,37,80,383,LAD,Graphs
4923,Mike Trout,home_run,2019,112.2,23,94.9,383,TEX,Graphs
4924,Teoscar Hernandez,home_run,2019,103,24,83.4,383,MIN,Graphs
4925,Adeiny Hechavarria,home_run,2019,101.6,24,81.2,383,DET,Graphs
4926,Eric Thames,home_run,2019,94,32,90.7,383,PIT,Graphs
4927,Kyle Tucker,home_run,2019,100.4,35,81.9,383,LAA,Graphs
4928,Reese McGuire,home_run,2019,96.5,27,94.7,383,HOU,Graphs
4929,Francisco Lindor,home_run,2019,102.9,36,94.7,383,KC,Graphs
4930,Nick Senzel,home_run,2019,98.4,33,80.7,383,MIL,Graphs
4931,Eugenio Suarez,home_run,2019,102,26,83.7,383,NYM,Graphs
4932,Miguel Sano,home_run,2019,106.3,23,79.1,383,SEA,Graphs
4933,Eduardo Escobar,home_run,2019,98.7,31,80.8,383,LAD,Graphs
4934,Ji-Man Choi,home_run,2019,102.9,24,84.4,383,NYY,Graphs
4935,Tommy Edman,home_run,2019,98.3,28,90.8,383,WSH,Graphs
4936,Hernan Perez,home_run,2019,102.7,22,85.9,383,CHC,Graphs
4937,Richie Martin,home_run,2019,93.8,34,82.4,383,TEX,Graphs
4938,Asdrubal Cabrera,home_run,2019,103.2,34,75.7,383,TOR,Graphs
4939,Melky Cabrera,home_run,2019,101.7,21,83.5,383,WSH,Graphs
4940,Trey Mancini,home_run,2019,99.1,22,93.7,383,SF,Graphs
4941,Eduardo Escobar,home_run,2019,98.1,27,90.8,383,PHI,Graphs
4942,Jeff McNeil,home_run,2019,107.2,25,89.5,383,PHI,Graphs
4943,Brandon Dixon,home_run,2019,105,36,88,383,MIN,Graphs
4944,Starlin Castro,home_run,2019,101.7,36,80.7,383,ATL,Graphs
4945,Jose Abreu,home_run,2019,105.8,38,99.4,383,LAA,Graphs
4946,Kyle Lewis,home_run,2019,105.6,36,94.3,383,CIN,Graphs
4947,Marcus Semien,home_run,2019,102.7,27,88.8,383,HOU,Graphs
4948,Austin Meadows,home_run,2019,100.9,27,81.2,383,TOR,Graphs
4949,Keon Broxton,home_run,2019,100.4,26,90,383,DET,Graphs
4950,Marcell Ozuna,home_run,2019,102.2,35,86.5,383,CHC,Graphs
4951,Hunter Pence,home_run,2019,101.3,22,99.3,383,HOU,Graphs
4952,Josh VanMeter,home_run,2019,104.5,18,93.1,383,COL,Graphs
4953,Jorge Alfaro,home_run,2019,111.9,19,91.9,383,PHI,Graphs
4954,Mitch Garver,home_run,2019,100.7,28,84.9,383,NYY,Graphs
4955,Asdrubal Cabrera,home_run,2019,97.3,27,86.5,383,OAK,Graphs
4956,Nick Castellanos,home_run,2019,99.8,31,88.4,383,NYM,Graphs
4957,Chris Davis,home_run,2019,100.9,24,89,383,SEA,Graphs
4958,Miguel Cabrera,home_run,2019,96.9,32,93.7,383,MIN,Graphs
4959,Raimel Tapia,home_run,2019,93.8,27,86.9,383,MIL,Graphs
4960,Kole Calhoun,home_run,2019,106,32,92.4,383,TOR,Graphs
4961,Alex Verdugo,home_run,2019,96,34,86.2,383,COL,Graphs
4962,Cavan Biggio,home_run,2019,104.6,26,93.2,383,BAL,Graphs
4963,Cesar Hernandez,home_run,2019,100,29,81.6,383,WSH,Graphs
4964,Hunter Renfroe,home_run,2019,103.7,39,84.3,383,MIA,Graphs
4965,Brian McCann,home_run,2019,98.4,31,95.5,383,SF,Graphs
4966,Brian Anderson,home_run,2019,98.2,35,85.9,383,PHI,Graphs
4967,Jacob deGrom,home_run,2019,102.4,35,89.7,383,MIA,Graphs
4968,Xander Bogaerts,home_run,2019,107.5,42,95.1,383,TB,Graphs
4969,Xander Bogaerts,home_run,2019,105.2,38,94.1,383,TB,Graphs
4970,Austin Hedges,home_run,2019,98.2,32,87.3,383,TOR,Graphs
4971,Jose Iglesias,home_run,2019,95,26,86.2,383,PIT,Graphs
4972,Alex Verdugo,home_run,2019,99.5,24,93.2,383,COL,Graphs
4973,Jason Heyward,home_run,2019,94,38,92.5,383,COL,Graphs
4974,Jorge Soler,home_run,2019,99.1,30,94,382,CLE,Graphs
4975,Johan Camargo,home_run,2019,101.4,34,97.2,382,WSH,Graphs
4976,Whit Merrifield,home_run,2019,100.3,36,78.5,382,HOU,Graphs
4977,Max Muncy,home_run,2019,94.2,33,95.2,382,SD,Graphs
4978,Jorge Polanco,home_run,2019,97.7,27,93.6,382,TOR,Graphs
4979,Ketel Marte,home_run,2019,103.5,28,81.5,382,PHI,Graphs
4980,Andrew McCutchen,home_run,2019,101.9,24,92.9,382,ATL,Graphs
4981,Avisail Garcia,home_run,2019,98.9,28,80.1,382,TOR,Graphs
4982,Austin Barnes,home_run,2019,108.5,22,91.1,382,SF,Graphs
4983,Brian Dozier,home_run,2019,100.3,31,93.3,382,PHI,Graphs
4984,Randal Grichuk,home_run,2019,101.5,39,92.6,382,NYY,Graphs
4985,Rajai Davis,home_run,2019,103.8,23,93.9,382,WSH,Graphs
4986,Javier Baez,home_run,2019,106.2,24,90.2,382,CIN,Graphs
4987,Mike Yastrzemski,home_run,2019,100.8,24,81.3,382,CHC,Graphs
4988,Ji-Man Choi,home_run,2019,103.4,41,86.1,382,LAD,Graphs
4989,Joc Pederson,home_run,2019,102.2,30,94.6,382,SF,Graphs
4990,Tim Anderson,home_run,2019,96.9,33,80.7,382,PHI,Graphs
4991,Matt Joyce,home_run,2019,98.7,34,90.2,382,WSH,Graphs
4992,Chance Sisco,home_run,2019,104.2,38,94.5,382,WSH,Graphs
4993,Ian Kinsler,home_run,2019,97.1,27,95.3,382,TOR,Graphs
4994,Wilmer Flores,home_run,2019,99.2,35,89.6,382,NYY,Graphs
4995,Alex Gordon,home_run,2019,102.8,29,84.3,382,CLE,Graphs
4996,Ian Desmond,home_run,2019,103.9,35,82.3,382,SF,Graphs
4997,Matt Carpenter,home_run,2019,96.1,30,83.1,382,CIN,Graphs
4998,Paul DeJong,home_run,2019,106.4,35,93.1,382,CHC,Graphs
4999,Vladimir Guerrero Jr.,home_run,2019,105.1,19,84.7,382,KC,Graphs
5000,Dominic Smith,home_run,2019,99.8,30,90.1,382,PHI,Graphs
5001,Ji-Man Choi,home_run,2019,94.4,28,90.2,382,HOU,Graphs
5002,Kyle Higashioka,home_run,2019,102.8,34,90.8,382,BOS,Graphs
5003,Brian Goodwin,home_run,2019,102.9,24,79.6,382,HOU,Graphs
5004,Jorge Polanco,home_run,2019,100.2,34,88.1,382,NYY,Graphs
5005,Trevor Story,home_run,2019,97.4,31,88.9,382,HOU,Graphs
5006,Kyle Tucker,home_run,2019,96.4,30,87.4,382,KC,Graphs
5007,Amed Rosario,home_run,2019,100,27,80.9,382,MIA,Graphs
5008,Austin Hedges,home_run,2019,108.6,18,92.4,382,CIN,Graphs
5009,David Dahl,home_run,2019,104.3,20,91.8,382,MIL,Graphs
5010,Leury Garcia,home_run,2019,99.4,29,96.4,382,NYM,Graphs
5011,Brian Dozier,home_run,2019,101.8,24,91.8,382,CIN,Graphs
5012,Teoscar Hernandez,home_run,2019,110.4,21,80.8,382,DET,Graphs
5013,Christian Vazquez,home_run,2019,95.3,31,86.2,382,LAD,Graphs
5014,Jason Heyward,home_run,2019,99.6,27,86.9,382,MIL,Graphs
5015,Bubba Starling,home_run,2019,98.9,35,90.2,382,BAL,Graphs
5016,Tyler Flowers,home_run,2019,107.5,19,93.9,382,PHI,Graphs
5017,Max Kepler,home_run,2019,103.7,22,76,382,KC,Graphs
5018,Anthony Rizzo,home_run,2019,104.1,24,89.9,382,LAD,Graphs
5019,Matt Adams,home_run,2019,99.7,38,93.3,382,COL,Graphs
5020,Franmil Reyes,home_run,2019,101.2,30,82.3,382,KC,Graphs
5021,Willie Calhoun,home_run,2019,104.4,22,91.8,382,BAL,Graphs
5022,Mike Brosseau,home_run,2019,95.2,31,91.5,382,BAL,Graphs
5023,Matt Adams,home_run,2019,97.8,32,84.7,382,MIA,Graphs
5024,Bryan Holaday,home_run,2019,96.7,24,92.4,382,PHI,Graphs
5025,Clint Frazier,home_run,2019,109.2,25,94.5,382,LAA,Graphs
5026,David Freese,home_run,2019,103,22,86,382,PHI,Graphs
5027,Trea Turner,home_run,2019,102.7,34,98,382,MIA,Graphs
5028,Brandon Lowe,home_run,2019,103.2,36,85.9,382,BAL,Graphs
5029,Howie Kendrick,home_run,2019,101,24,92.1,382,PHI,Graphs
5030,Shin-Soo Choo,home_run,2019,89.6,35,90.6,382,PIT,Graphs
5031,Ronny Rodriguez,home_run,2019,99.8,29,95,382,TEX,Graphs
5032,Elvis Andrus,home_run,2019,101.4,28,90.2,382,OAK,Graphs
5033,Welington Castillo,home_run,2019,99.6,27,97.5,382,LAA,Graphs
5034,Melky Cabrera,home_run,2019,98.6,34,91.7,382,MIL,Graphs
5035,Russell Martin,home_run,2019,101.5,36,95.2,382,COL,Graphs
5036,Harold Castro,home_run,2019,101.8,38,93.4,382,BAL,Graphs
5037,Austin Meadows,home_run,2019,98.4,34,82.1,382,BAL,Graphs
5038,Rougned Odor,home_run,2019,93.4,28,86.4,382,BOS,Graphs
5039,Teoscar Hernandez,home_run,2019,96.6,34,92.3,382,BOS,Graphs
5040,Randal Grichuk,home_run,2019,95.8,29,86.2,382,NYY,Graphs
5041,Josh Donaldson,home_run,2019,100.2,30,90.6,382,NYM,Graphs
5042,Jay Bruce,home_run,2019,104.3,24,85.8,382,NYM,Graphs
5043,Khris Davis,home_run,2019,102,32,92.2,382,BAL,Graphs
5044,Nick Castellanos,home_run,2019,98.1,34,89.8,382,OAK,Graphs
5045,Jose Martinez,home_run,2019,102.8,22,78.3,382,NYM,Graphs
5046,Brandon Drury,home_run,2019,104.4,27,89.7,382,OAK,Graphs
5047,Eduardo Escobar,home_run,2019,99.8,34,93.5,382,LAD,Graphs
5048,Marcus Semien,home_run,2019,96.9,31,74.1,382,MIN,Graphs
5049,Willson Contreras,home_run,2019,97.6,38,89.2,382,PIT,Graphs
5050,Kyle Seager,home_run,2019,103.4,35,92.4,382,LAA,Graphs
5051,Nick Castellanos,home_run,2019,102.4,33,97.1,382,NYM,Graphs
5052,Manny Machado,home_run,2019,99,25,96.3,382,ARI,Graphs
5053,Matt Beaty,home_run,2019,101.8,35,80.2,382,CHC,Graphs
5054,Victor Caratini,home_run,2019,104.2,23,82.2,382,PIT,Graphs
5055,Rene Rivera,home_run,2019,97,38,83.7,382,ATL,Graphs
5056,Victor Robles,home_run,2019,100,22,79.8,382,NYM,Graphs
5057,Chris Taylor,home_run,2019,97.4,32,86.2,381,TOR,Graphs
5058,Wilson Ramos,home_run,2019,103.6,28,78.7,381,DET,Graphs
5059,Francisco Mejia,home_run,2019,102.6,21,86.1,381,CHC,Graphs
5060,Ozzie Albies,home_run,2019,100.6,32,89.5,381,NYM,Graphs
5061,Willie Calhoun,home_run,2019,101.8,22,92.2,381,OAK,Graphs
5062,Francisco Lindor,home_run,2019,109.7,18,97.8,381,OAK,Graphs
5063,John Ryan Murphy,home_run,2019,101.5,23,94.7,381,CHC,Graphs
5064,Tucker Barnhart,home_run,2019,98.7,25,94.5,381,WSH,Graphs
5065,Alex Bregman,home_run,2019,93.2,34,91.3,381,KC,Graphs
5066,Pedro Severino,home_run,2019,100.5,32,95.6,381,CWS,Graphs
5067,Matt Joyce,home_run,2019,103.3,39,90.7,381,NYM,Graphs
5068,Niko Goodrum,home_run,2019,100.1,33,93.7,381,PHI,Graphs
5069,Mike Freeman,home_run,2019,98.8,33,91.6,381,DET,Graphs
5070,Chad Pinder,home_run,2019,102.5,25,76.4,381,BAL,Graphs
5071,Danny Santana,home_run,2019,99.5,23,93.2,381,ARI,Graphs
5072,Mike Tauchman,home_run,2019,109.1,23,91.4,381,BAL,Graphs
5073,Kevin Pillar,home_run,2019,105.2,22,88.1,381,PHI,Graphs
5074,Adam Engel,home_run,2019,100,21,91,381,SEA,Graphs
5075,Dwight Smith,home_run,2019,111.7,21,86.2,381,BOS,Graphs
5076,Anthony Santander,home_run,2019,100.2,34,91.7,381,KC,Graphs
5077,Adeiny Hechavarria,home_run,2019,98.4,29,85.8,381,PHI,Graphs
5078,Carlos Santana,home_run,2019,102,34,86.2,381,MIN,Graphs
5079,Josh Naylor,home_run,2019,102,22,92.7,381,PHI,Graphs
5080,C.J. Cron,home_run,2019,110.7,18,86.8,381,BAL,Graphs
5081,Trey Mancini,home_run,2019,103.7,22,97.8,381,LAA,Graphs
5082,Carson Kelly,home_run,2019,102.5,25,81.1,381,COL,Graphs
5083,Brian Dozier,home_run,2019,98.7,35,93.5,381,MIL,Graphs
5084,Mark Canha,home_run,2019,105.8,25,90,381,TEX,Graphs
5085,Randal Grichuk,home_run,2019,95.7,24,83.5,381,MIN,Graphs
5086,Manny Machado,home_run,2019,97.4,36,93,381,COL,Graphs
5087,Freddie Freeman,home_run,2019,102.3,31,92.9,381,NYM,Graphs
5088,Marcell Ozuna,home_run,2019,100.9,23,89.7,381,MIL,Graphs
5089,Travis d'Arnaud,home_run,2019,101.3,39,71.4,381,HOU,Graphs
5090,Austin Meadows,home_run,2019,101,30,94.4,381,HOU,Graphs
5091,Ji-Man Choi,home_run,2019,103.2,26,87.2,381,TOR,Graphs
5092,Eddie Rosario,home_run,2019,100.4,29,88.4,381,MIL,Graphs
5093,Stephen Piscotty,home_run,2019,108.4,21,87.9,381,CHC,Graphs
5094,Jurickson Profar,home_run,2019,99.8,27,78.8,381,DET,Graphs
5095,Daniel Vogelbach,home_run,2019,109,21,90.9,381,OAK,Graphs
5096,AJ Pollock,home_run,2019,99.2,28,83.9,381,TOR,Graphs
5097,Charlie Blackmon,home_run,2019,101.3,24,87.7,381,SD,Graphs
5098,Jose Osuna,home_run,2019,102,35,92.5,381,SD,Graphs
5099,Kris Bryant,home_run,2019,94.5,31,73.5,381,SD,Graphs
5100,Yoan Moncada,home_run,2019,110.7,24,93.7,381,CLE,Graphs
5101,Grayson Greiner,home_run,2019,102.3,35,95,381,ATL,Graphs
5102,Aledmys Diaz,home_run,2019,106.7,21,77.8,381,TEX,Graphs
5103,Addison Russell,home_run,2019,99,25,88.4,381,HOU,Graphs
5104,Ian Desmond,home_run,2019,98.5,30,79.1,381,SD,Graphs
5105,Gleyber Torres,home_run,2019,102.6,25,94.3,381,CLE,Graphs
5106,Kevin Pillar,home_run,2019,109.4,20,91.7,381,SD,Graphs
5107,Anthony Rendon,home_run,2019,102.9,44,89.1,381,MIL,Graphs
5108,Kevin Pillar,home_run,2019,93.1,28,78.2,381,MIL,Graphs
5109,Robbie Grossman,home_run,2019,98.3,31,94.5,381,TOR,Graphs
5110,Rafael Devers,home_run,2019,100.5,26,87.9,381,TOR,Graphs
5111,Cavan Biggio,home_run,2019,101.2,31,86.6,381,TB,Graphs
5112,J.D. Davis,home_run,2019,97.9,24,93.4,381,STL,Graphs
5113,Matt Wieters,home_run,2019,98.6,33,78.5,381,PHI,Graphs
5114,Jean Segura,home_run,2019,102.3,20,96.3,381,NYM,Graphs
5115,Colin Moran,home_run,2019,100.2,27,87.5,381,MIL,Graphs
5116,Martin Prado,home_run,2019,97.9,23,93.1,381,CLE,Graphs
5117,Francisco Lindor,home_run,2019,98,26,92.8,381,TB,Graphs
5118,Mookie Betts,home_run,2019,104.5,26,93.1,381,TOR,Graphs
5119,Alex Verdugo,home_run,2019,102.4,25,85.2,381,PHI,Graphs
5120,Cheslor Cuthbert,home_run,2019,102.8,22,93.1,381,TEX,Graphs
5121,Jay Bruce,home_run,2019,100.1,30,77.5,381,CIN,Graphs
5122,Wil Myers,home_run,2019,100.3,32,82.7,381,ARI,Graphs
5123,Khris Davis,home_run,2019,104.9,25,82.9,380,BAL,Graphs
5124,Jose Osuna,home_run,2019,99,27,86.1,380,NYM,Graphs
5125,Willians Astudillo,home_run,2019,101.5,21,93.5,380,DET,Graphs
5126,Miguel Cabrera,home_run,2019,102,24,82.8,380,TB,Graphs
5127,Cody Bellinger,home_run,2019,95.8,28,82.7,380,MIL,Graphs
5128,Mike Tauchman,home_run,2019,109.8,19,80,380,KC,Graphs
5129,David Bote,home_run,2019,103.4,30,92.9,380,MIL,Graphs
5130,Michael Conforto,home_run,2019,103.7,37,92.7,380,WSH,Graphs
5131,Ildemaro Vargas,home_run,2019,101.9,35,85.3,380,PHI,Graphs
5132,Eugenio Suarez,home_run,2019,100,33,82.3,380,MIA,Graphs
5133,Freddie Freeman,home_run,2019,103.8,26,81.3,380,CWS,Graphs
5134,Francisco Mejia,home_run,2019,98.7,33,93.8,380,CIN,Graphs
5135,Kyle Schwarber,home_run,2019,105.2,23,97.2,380,COL,Graphs
5136,Robinson Chirinos,home_run,2019,103,39,89.6,380,TOR,Graphs
5137,Jesus Aguilar,home_run,2019,99.7,29,91.9,380,LAD,Graphs
5138,Jesus Aguilar,home_run,2019,105.7,27,85.9,380,COL,Graphs
5139,Jonathan Davis,home_run,2019,98.1,35,85.7,380,BAL,Graphs
5140,Francisco Lindor,home_run,2019,98.4,29,83.5,380,KC,Graphs
5141,Paul DeJong,home_run,2019,102.7,41,81.3,380,TEX,Graphs
5142,Tommy Pham,home_run,2019,101.3,38,92.6,380,CWS,Graphs
5143,Gio Urshela,home_run,2019,106.1,41,97.2,380,TB,Graphs
5144,Ji-Man Choi,home_run,2019,103.9,38,90.3,380,MIN,Graphs
